ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalogue,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (g),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Cost of goods,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 1 default
296,simple,192234,788821125125,Shan Garlic Pickle 300 gm,1,0,visible,"<p><strong>Shan</strong> <strong>Indian pickle / achar</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal. The perfect accompaniment to <strong>with rice and dal</strong> and <strong>alongside rotis</strong>. Available in a 300 g jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>","<p>
<strong>Shan Garlic Pickle 300 gm</strong> (300 g) by <strong>Shan</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal.
An essential condiment in South Asian households, this 300 g jar
keeps your table stocked with authentic <strong>Indian pickle / achar</strong>
for weeks of flavourful meals.
</p>

<h3>Serve with</h3>
<ul>
<li>with rice and dal</li><li>alongside rotis</li><li>with biryani</li><li>as a condiment</li>
</ul>

<h3>Serving tip</h3>
<p>Store in the fridge after opening and always use a clean, dry spoon to extend shelf life.</p>

<h3>Why South Asian pickles and chutneys?</h3>
<p>
In Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —
they are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal
and rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate
and even harder to find in regular Swedish supermarkets.
</p>

<h3>Storage</h3>
<p>Refrigerate after opening. Always use a clean, dry spoon.
Oil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,
stocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like
Patak's, Priya, Shan, National, and more.
Order your <strong>Indian pickle / achar</strong> today with fast delivery anywhere in Sweden.
</p>",,,taxable,reduced-rate,1,,,0,0,300,,,,1,,,28,"Pickles\, Chutneys & Pastes",,,https://crm.ideallivs.com/wp-content/uploads/2025/07/garlic-pickle.png,,,,,,,,,0,,Shan,Store Availability,On Display to Order,1,1,,,,,,,,,,
297,simple,192235,5011308307055,Shan Lemon Pickle 300 gm,1,0,visible,"<p><strong>Shan</strong> <strong>Indian pickle / achar</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal. The perfect accompaniment to <strong>with rice and dal</strong> and <strong>alongside rotis</strong>. Available in a 300 g jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>","<p>
<strong>Shan Lemon Pickle 300 gm</strong> (300 g) by <strong>Shan</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal.
An essential condiment in South Asian households, this 300 g jar
keeps your table stocked with authentic <strong>Indian pickle / achar</strong>
for weeks of flavourful meals.
</p>

<h3>Serve with</h3>
<ul>
<li>with rice and dal</li><li>alongside rotis</li><li>with biryani</li><li>as a condiment</li>
</ul>

<h3>Serving tip</h3>
<p>Store in the fridge after opening and always use a clean, dry spoon to extend shelf life.</p>

<h3>Why South Asian pickles and chutneys?</h3>
<p>
In Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —
they are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal
and rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate
and even harder to find in regular Swedish supermarkets.
</p>

<h3>Storage</h3>
<p>Refrigerate after opening. Always use a clean, dry spoon.
Oil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,
stocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like
Patak's, Priya, Shan, National, and more.
Order your <strong>Indian pickle / achar</strong> today with fast delivery anywhere in Sweden.
</p>",,,taxable,reduced-rate,0,,,0,0,300,,,,1,,,22,"Pickles\, Chutneys & Pastes",,,https://crm.ideallivs.com/wp-content/uploads/2025/07/Shan-Lemon-Pickle-300-gm.png,,,,,,,,,0,,Shan,Store Availability,On Display to Order,1,1,,,,,,,,,,
298,simple,192236,5011308307062,Patak's Mango Chatni Mild 340 gm,1,0,visible,"<p><strong>Patak's</strong> <strong>Indian pickle / achar</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal. The perfect accompaniment to <strong>with rice and dal</strong> and <strong>alongside rotis</strong>. Available in a 340 g jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>","<p>
<strong>Patak's Mango Chatni Mild 340 gm</strong> (340 g) by <strong>Patak's</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal.
An essential condiment in South Asian households, this 340 g jar
keeps your table stocked with authentic <strong>Indian pickle / achar</strong>
for weeks of flavourful meals.
</p>

<h3>Serve with</h3>
<ul>
<li>with rice and dal</li><li>alongside rotis</li><li>with biryani</li><li>as a condiment</li>
</ul>

<h3>Serving tip</h3>
<p>Store in the fridge after opening and always use a clean, dry spoon to extend shelf life.</p>

<h3>Why South Asian pickles and chutneys?</h3>
<p>
In Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —
they are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal
and rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate
and even harder to find in regular Swedish supermarkets.
</p>

<h3>Storage</h3>
<p>Refrigerate after opening. Always use a clean, dry spoon.
Oil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,
stocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like
Patak's, Priya, Shan, National, and more.
Order your <strong>Indian pickle / achar</strong> today with fast delivery anywhere in Sweden.
</p>",,,taxable,reduced-rate,1,,,0,0,340,,,,1,,,44,"Pickles\, Chutneys & Pastes",,,https://crm.ideallivs.com/wp-content/uploads/2025/06/sweet-mngo-chutney.png,,,,,,,,,0,,Patak's,Store Availability,On Display to Order,1,1,,,,,,,,,,
299,simple,192237,5011308306300,Patak's Mango Chutney Stark/Hot 340g,1,0,visible,"<p><strong>Patak's</strong> <strong>Chutney</strong> — Fresh-tasting chutney — the classic South Asian condiment for snacks, starters, and meals. The perfect accompaniment to <strong>samosas</strong> and <strong>pakoras</strong>. Available in a 340 g jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>","<p>
<strong>Patak's Mango Chutney Stark/Hot 340g</strong> (340 g) by <strong>Patak's</strong> — Fresh-tasting chutney — the classic South Asian condiment for snacks, starters, and meals.
An essential condiment in South Asian households, this 340 g jar
keeps your table stocked with authentic <strong>chutney</strong>
for weeks of flavourful meals.
</p>

<h3>Serve with</h3>
<ul>
<li>samosas</li><li>pakoras</li><li>chaat</li><li>sandwiches</li><li>tandoori dishes</li>
</ul>

<h3>Serving tip</h3>
<p>Serve chilled alongside fried snacks. Mix with yogurt for a creamy dipping sauce.</p>

<h3>Why South Asian pickles and chutneys?</h3>
<p>
In Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —
they are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal
and rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate
and even harder to find in regular Swedish supermarkets.
</p>

<h3>Storage</h3>
<p>Refrigerate after opening. Always use a clean, dry spoon.
Oil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,
stocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like
Patak's, Priya, Shan, National, and more.
Order your <strong>chutney</strong> today with fast delivery anywhere in Sweden.
</p>",,,taxable,reduced-rate,1,,,0,0,340,,,,1,,,44,"Pickles\, Chutneys & Pastes",,,https://crm.ideallivs.com/wp-content/uploads/2025/06/mngo-chutney.png,,,,,,,,,0,,Patak's,Store Availability,On Display to Order,1,1,,,,,,,,,,
300,simple,192238,5011308307109,Patak's Balti Paste 283 g,1,0,visible,"<p><strong>Patak's</strong> <strong>Indian pickle / achar</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal. The perfect accompaniment to <strong>with rice and dal</strong> and <strong>alongside rotis</strong>. Available in a 283 g jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>","<p>
<strong>Patak's Balti Paste 283 g</strong> (283 g) by <strong>Patak's</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal.
An essential condiment in South Asian households, this 283 g jar
keeps your table stocked with authentic <strong>Indian pickle / achar</strong>
for weeks of flavourful meals.
</p>

<h3>Serve with</h3>
<ul>
<li>with rice and dal</li><li>alongside rotis</li><li>with biryani</li><li>as a condiment</li>
</ul>

<h3>Serving tip</h3>
<p>Store in the fridge after opening and always use a clean, dry spoon to extend shelf life.</p>

<h3>Why South Asian pickles and chutneys?</h3>
<p>
In Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —
they are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal
and rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate
and even harder to find in regular Swedish supermarkets.
</p>

<h3>Storage</h3>
<p>Refrigerate after opening. Always use a clean, dry spoon.
Oil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,
stocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like
Patak's, Priya, Shan, National, and more.
Order your <strong>Indian pickle / achar</strong> today with fast delivery anywhere in Sweden.
</p>",,,taxable,reduced-rate,1,,,0,0,283,,,,1,,,42,"Pickles\, Chutneys & Pastes > Cooking Pastes",,,https://crm.ideallivs.com/wp-content/uploads/2025/05/patak-balti-paste.png,,,,,,,,,0,,Patak's,Store Availability,On Display to Order,1,1,,,,,,,,,,
301,simple,192239,5011308307093,Patak's Tandoori Paste 312g - Authentic Spice Paste for Grilling & BBQ,1,0,visible,<p><strong>Patak's</strong> Authentic <strong>tikka/tandoori masala</strong> — smoky marinade spice blend — essential for <strong>chicken tikka</strong> and <strong>tandoori chicken</strong>. This compact pack (312 g) brings the true flavour of South Asian <strong>spices</strong> to your kitchen. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — fast delivery across Sweden.</p>,"<p>
<strong>Patak's Tandoori Paste 312g - Authentic Spice Paste for Grilling & BBQ</strong> (312 g) is an authentic <strong>tikka/tandoori masala</strong> —
smoky marinade spice blend — that brings the real taste of South Asian cooking to your home in Sweden.
Whether you are cooking a weeknight curry or a festive biryani,
the right spice transforms ordinary ingredients into extraordinary meals.
</p>

<h3>Use in these dishes</h3>
<ul>
<li>chicken tikka</li><li>tandoori chicken</li><li>tikka kebabs</li><li>paneer tikka</li>
</ul>

<h3>Cooking tip</h3>
<p>Combine with thick yogurt for a marinade. Rest for 4–8 hours for authentic tandoor flavour.</p>

<h3>Why these spices?</h3>
<ul>
<li><strong>Authentic quality</strong> — same grade used in South Asian restaurant kitchens</li>
<li><strong>Fresh and aromatic</strong> — sealed for maximum flavour preservation</li>
<li><strong>312 g pack</strong> — compact pack for your cooking frequency</li>
<li><strong>Hard to find locally</strong> — specialist South Asian spices not available in regular Swedish stores</li>
</ul>

<h3>Storage</h3>
<p>Keep in an airtight container away from direct sunlight and moisture.
Use within 12 months of opening for optimal aroma and potency.</p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store.
We stock <strong>TRS</strong>, <strong>MDH</strong>, <strong>Shan</strong>, <strong>National</strong>,
<strong>Everest</strong> and many more authentic <strong>Indian spices</strong> and <strong>masala</strong> blends.
Order your 312 g <strong>tikka/tandoori masala</strong> today — snabb leverans i Sverige.
</p>",,,taxable,reduced-rate,1,,,0,0,312,,,,1,,,42,"Pickles\, Chutneys & Pastes > Cooking Pastes",,,https://crm.ideallivs.com/wp-content/uploads/2025/06/Pataks-Tandoori-Paste-312-g-Photoroom.png,,,,,,,,,0,,Patak's,Store Availability,On Display to Order,1,1,,,,,,,,,,
302,simple,192240,785018200177,Patak's Tikka Marinade Paste 300 g,1,0,visible,"<p><strong>Patak's</strong> <strong>Indian pickle / achar</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal. The perfect accompaniment to <strong>with rice and dal</strong> and <strong>alongside rotis</strong>. Available in a 300 g jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>","<p>
<strong>Patak's Tikka Marinade Paste 300 g</strong> (300 g) by <strong>Patak's</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal.
An essential condiment in South Asian households, this 300 g jar
keeps your table stocked with authentic <strong>Indian pickle / achar</strong>
for weeks of flavourful meals.
</p>

<h3>Serve with</h3>
<ul>
<li>with rice and dal</li><li>alongside rotis</li><li>with biryani</li><li>as a condiment</li>
</ul>

<h3>Serving tip</h3>
<p>Store in the fridge after opening and always use a clean, dry spoon to extend shelf life.</p>

<h3>Why South Asian pickles and chutneys?</h3>
<p>
In Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —
they are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal
and rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate
and even harder to find in regular Swedish supermarkets.
</p>

<h3>Storage</h3>
<p>Refrigerate after opening. Always use a clean, dry spoon.
Oil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,
stocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like
Patak's, Priya, Shan, National, and more.
Order your <strong>Indian pickle / achar</strong> today with fast delivery anywhere in Sweden.
</p>",,,taxable,reduced-rate,1,,,0,0,300,,,,1,,,47,"Pickles\, Chutneys & Pastes",,,https://crm.ideallivs.com/wp-content/uploads/2025/06/tikk-mrinde-suse.png,,,,,,,,,0,,Patak's,Store Availability,On Display to Order,1,1,,,,,,,,,,
303,simple,192241,785018012411,Priya Gongura Pickle 300 gm,1,0,visible,"<p><strong>Priya</strong> <strong>Indian pickle / achar</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal. The perfect accompaniment to <strong>with rice and dal</strong> and <strong>alongside rotis</strong>. Available in a 300 g jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>","<p>
<strong>Priya Gongura Pickle 300 gm</strong> (300 g) by <strong>Priya</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal.
An essential condiment in South Asian households, this 300 g jar
keeps your table stocked with authentic <strong>Indian pickle / achar</strong>
for weeks of flavourful meals.
</p>

<h3>Serve with</h3>
<ul>
<li>with rice and dal</li><li>alongside rotis</li><li>with biryani</li><li>as a condiment</li>
</ul>

<h3>Serving tip</h3>
<p>Store in the fridge after opening and always use a clean, dry spoon to extend shelf life.</p>

<h3>Why South Asian pickles and chutneys?</h3>
<p>
In Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —
they are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal
and rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate
and even harder to find in regular Swedish supermarkets.
</p>

<h3>Storage</h3>
<p>Refrigerate after opening. Always use a clean, dry spoon.
Oil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,
stocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like
Patak's, Priya, Shan, National, and more.
Order your <strong>Indian pickle / achar</strong> today with fast delivery anywhere in Sweden.
</p>",,,taxable,reduced-rate,1,,,0,0,300,,,,1,,,32,"Pickles\, Chutneys & Pastes",,,https://crm.ideallivs.com/wp-content/uploads/2025/05/default-product-image.jpg,,,,,,,,,0,,Priya,Store Availability,On Display to Order,1,1,,,,,,,,,,
304,simple,192242,785018012565,Priya Mango Thokku 300 gm,1,0,visible,"<p><strong>Priya</strong> <strong>Indian pickle / achar</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal. The perfect accompaniment to <strong>with rice and dal</strong> and <strong>alongside rotis</strong>. Available in a 300 g jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>","<p>
<strong>Priya Mango Thokku 300 gm</strong> (300 g) by <strong>Priya</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal.
An essential condiment in South Asian households, this 300 g jar
keeps your table stocked with authentic <strong>Indian pickle / achar</strong>
for weeks of flavourful meals.
</p>

<h3>Serve with</h3>
<ul>
<li>with rice and dal</li><li>alongside rotis</li><li>with biryani</li><li>as a condiment</li>
</ul>

<h3>Serving tip</h3>
<p>Store in the fridge after opening and always use a clean, dry spoon to extend shelf life.</p>

<h3>Why South Asian pickles and chutneys?</h3>
<p>
In Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —
they are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal
and rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate
and even harder to find in regular Swedish supermarkets.
</p>

<h3>Storage</h3>
<p>Refrigerate after opening. Always use a clean, dry spoon.
Oil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,
stocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like
Patak's, Priya, Shan, National, and more.
Order your <strong>Indian pickle / achar</strong> today with fast delivery anywhere in Sweden.
</p>",,,taxable,reduced-rate,1,,,0,0,300,,,,1,,,32,"Pickles\, Chutneys & Pastes",,,https://crm.ideallivs.com/wp-content/uploads/2025/05/default-product-image.jpg,,,,,,,,,0,,Priya,Store Availability,On Display to Order,1,1,,,,,,,,,,
305,simple,192243,785018012053,Priya Tender Mango  300 gm,1,0,visible,"<p><strong>Priya</strong> <strong>Indian pickle / achar</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal. The perfect accompaniment to <strong>with rice and dal</strong> and <strong>alongside rotis</strong>. Available in a 300 g jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>","<p>
<strong>Priya Tender Mango  300 gm</strong> (300 g) by <strong>Priya</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal.
An essential condiment in South Asian households, this 300 g jar
keeps your table stocked with authentic <strong>Indian pickle / achar</strong>
for weeks of flavourful meals.
</p>

<h3>Serve with</h3>
<ul>
<li>with rice and dal</li><li>alongside rotis</li><li>with biryani</li><li>as a condiment</li>
</ul>

<h3>Serving tip</h3>
<p>Store in the fridge after opening and always use a clean, dry spoon to extend shelf life.</p>

<h3>Why South Asian pickles and chutneys?</h3>
<p>
In Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —
they are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal
and rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate
and even harder to find in regular Swedish supermarkets.
</p>

<h3>Storage</h3>
<p>Refrigerate after opening. Always use a clean, dry spoon.
Oil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,
stocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like
Patak's, Priya, Shan, National, and more.
Order your <strong>Indian pickle / achar</strong> today with fast delivery anywhere in Sweden.
</p>",,,taxable,reduced-rate,1,,,0,0,300,,,,1,,,32,"Pickles\, Chutneys & Pastes",,,https://crm.ideallivs.com/wp-content/uploads/2025/05/default-product-image.jpg,,,,,,,,,0,,Priya,Store Availability,On Display to Order,1,1,,,,,,,,,,
306,simple,192244,785018012862,Priya Cut Mango Pickle 300 gm,1,0,visible,"<p><strong>Priya</strong> <strong>Mango pickle (mango achar)</strong> — A fiery, tangy condiment made with raw green mangoes, mustard oil, and a blend of aromatic spices. The perfect accompaniment to <strong>served alongside dal-rice</strong> and <strong>roti and paratha</strong>. Available in a 300 g jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>","<p>
<strong>Priya Cut Mango Pickle 300 gm</strong> (300 g) by <strong>Priya</strong> — A fiery, tangy condiment made with raw green mangoes, mustard oil, and a blend of aromatic spices.
An essential condiment in South Asian households, this 300 g jar
keeps your table stocked with authentic <strong>mango pickle (mango achar)</strong>
for weeks of flavourful meals.
</p>

<h3>Serve with</h3>
<ul>
<li>served alongside dal-rice</li><li>roti and paratha</li><li>pulao</li><li>any Indian meal</li>
</ul>

<h3>Serving tip</h3>
<p>A little goes a long way — just 1 teaspoon per serving adds bold, punchy flavour to any meal.</p>

<h3>Why South Asian pickles and chutneys?</h3>
<p>
In Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —
they are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal
and rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate
and even harder to find in regular Swedish supermarkets.
</p>

<h3>Storage</h3>
<p>Refrigerate after opening. Always use a clean, dry spoon.
Oil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,
stocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like
Patak's, Priya, Shan, National, and more.
Order your <strong>mango pickle (mango achar)</strong> today with fast delivery anywhere in Sweden.
</p>",,,taxable,reduced-rate,1,,,0,0,300,,,,1,,,32,"Pickles\, Chutneys & Pastes",,,https://crm.ideallivs.com/wp-content/uploads/2025/05/default-product-image.jpg,,,,,,,,,0,,Priya,Store Availability,On Display to Order,1,1,,,,,,,,,,
307,simple,192245,788821010025,Priya Avakaya Mango Pickle 300 gm,1,0,visible,"<p><strong>Priya</strong> <strong>Mango pickle (mango achar)</strong> — A fiery, tangy condiment made with raw green mangoes, mustard oil, and a blend of aromatic spices. The perfect accompaniment to <strong>served alongside dal-rice</strong> and <strong>roti and paratha</strong>. Available in a 300 g jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>","<p>
<strong>Priya Avakaya Mango Pickle 300 gm</strong> (300 g) by <strong>Priya</strong> — A fiery, tangy condiment made with raw green mangoes, mustard oil, and a blend of aromatic spices.
An essential condiment in South Asian households, this 300 g jar
keeps your table stocked with authentic <strong>mango pickle (mango achar)</strong>
for weeks of flavourful meals.
</p>

<h3>Serve with</h3>
<ul>
<li>served alongside dal-rice</li><li>roti and paratha</li><li>pulao</li><li>any Indian meal</li>
</ul>

<h3>Serving tip</h3>
<p>A little goes a long way — just 1 teaspoon per serving adds bold, punchy flavour to any meal.</p>

<h3>Why South Asian pickles and chutneys?</h3>
<p>
In Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —
they are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal
and rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate
and even harder to find in regular Swedish supermarkets.
</p>

<h3>Storage</h3>
<p>Refrigerate after opening. Always use a clean, dry spoon.
Oil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,
stocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like
Patak's, Priya, Shan, National, and more.
Order your <strong>mango pickle (mango achar)</strong> today with fast delivery anywhere in Sweden.
</p>",,,taxable,reduced-rate,1,,,0,0,300,,,,1,,,32,"Pickles\, Chutneys & Pastes",,,https://crm.ideallivs.com/wp-content/uploads/2025/05/default-product-image.jpg,,,,,,,,,0,,Priya,Store Availability,On Display to Order,1,1,,,,,,,,,,
308,simple,192246,788821123053,Shan Mixed Pickle 1 Kg,1,0,visible,"<p><strong>Shan</strong> <strong>Indian pickle / achar</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal. The perfect accompaniment to <strong>with rice and dal</strong> and <strong>alongside rotis</strong>. Available in a 1 kg jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>","<p>
<strong>Shan Mixed Pickle 1 Kg</strong> (1 kg) by <strong>Shan</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal.
An essential condiment in South Asian households, this 1 kg jar
keeps your table stocked with authentic <strong>Indian pickle / achar</strong>
for weeks of flavourful meals.
</p>

<h3>Serve with</h3>
<ul>
<li>with rice and dal</li><li>alongside rotis</li><li>with biryani</li><li>as a condiment</li>
</ul>

<h3>Serving tip</h3>
<p>Store in the fridge after opening and always use a clean, dry spoon to extend shelf life.</p>

<h3>Why South Asian pickles and chutneys?</h3>
<p>
In Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —
they are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal
and rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate
and even harder to find in regular Swedish supermarkets.
</p>

<h3>Storage</h3>
<p>Refrigerate after opening. Always use a clean, dry spoon.
Oil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,
stocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like
Patak's, Priya, Shan, National, and more.
Order your <strong>Indian pickle / achar</strong> today with fast delivery anywhere in Sweden.
</p>",,,taxable,reduced-rate,1,,,0,0,1000,,,,1,,,45,"Pickles\, Chutneys & Pastes > Pickles, Pickles\, Chutneys & Pastes",,,https://crm.ideallivs.com/wp-content/uploads/2025/07/Shan-mixed-pickle-1kg-jar.png,,,,,,,,,0,,Shan,Store Availability,On Display to Order,1,1,,,,,,,,,,
