Top pages,Clicks,Impressions,CTR,Position
https://www.ideallivs.com/product/hemani-black-seed-oil-60ml,3,105,2.86%,10.23
https://www.ideallivs.com/product/bikano-besan-burfi,3,101,2.97%,6.25
https://www.ideallivs.com/product/crown-shami-kebab-chicken-15-st,3,76,3.95%,7.25
https://www.ideallivs.com/product/heera-dhania-whole,3,49,6.12%,14.53
https://www.ideallivs.com/product/ponni-raw-rice-5-kg,3,45,6.67%,9.36
https://www.ideallivs.com/product/wagh-bakri-cardamom-tea-100-bags,3,21,14.29%,14.86
https://www.ideallivs.com/product/ktc-mustard-oil-pure-250-ml,2,2363,0.08%,5.93
https://www.ideallivs.com/product/zingo-apelsin-33cl,2,973,0.21%,7
https://www.ideallivs.com/product/vatika-coconut-hair-oil-nourishing-coconut-oil-300ml,2,926,0.22%,16.58
https://www.ideallivs.com/product/haldirams-frozen-lachha-paratha-value-pack-1-2kg,2,923,0.22%,6.83
https://www.ideallivs.com/product/guard-ultimate-basmati-rice-1kg,2,828,0.24%,7.4
https://www.ideallivs.com/product/ig-idli-rava-1kg,2,667,0.3%,7.45
https://www.ideallivs.com/product/eco-by-life-henna-red-35g,2,619,0.32%,10.17
https://www.ideallivs.com/product/fortune-chakki-fresh-atta-5-kg,2,540,0.37%,8.65
https://www.ideallivs.com/product/monster-energy-500ml,2,482,0.41%,7.66
https://www.ideallivs.com/product/parle-platina-hide-n-seek-vanilla-112g,2,461,0.43%,5.72
https://www.ideallivs.com/product/fresh-drum-sticks,2,403,0.5%,7.8
https://www.ideallivs.com/product/ktc-mustard-oil-pure-500-ml,2,395,0.51%,6.28
https://www.ideallivs.com/product/eco-by-life-natural-henna-250g,2,374,0.53%,6.28
https://www.ideallivs.com/brands,2,347,0.58%,9.86
https://www.ideallivs.com/product/mtr-rasam-powder,2,328,0.61%,7.26
https://www.ideallivs.com/product/nestle-nido-milk-powder-400-gm,2,321,0.62%,9.42
https://www.ideallivs.com/product/johnsons-baby-powder-200g,2,311,0.64%,13.41
https://www.ideallivs.com/product/dabur-amla-hair-oil-200ml,2,310,0.65%,12.23
https://www.ideallivs.com/product/haldiram-rasgulla-1kg,2,309,0.65%,12.7
https://www.ideallivs.com/product/ab-premium-gram-flour-2-kg,2,304,0.66%,8.67
https://www.ideallivs.com/product/a1-mini-cocktail-p-samosa-25-pcs,2,297,0.67%,6.25
https://www.ideallivs.com/shop,2,294,0.68%,3.7
https://www.ideallivs.com/blog/finding-the-best-indian-pakistani-grocery-store-in-stockholm,2,285,0.7%,9.06
https://www.ideallivs.com/product/malik-foods-plain-paratha-20pcs,2,283,0.71%,6.43
https://www.ideallivs.com/product/heera-msd-chineese-salt-100g,2,265,0.75%,6.41
https://www.ideallivs.com/product-category/henna,2,260,0.77%,12.89
https://www.ideallivs.com/product/fresh-farsk-paneer,2,241,0.83%,6.57
https://www.ideallivs.com/product/national-haleem-spices-mix-43x2g,2,220,0.91%,7.12
https://www.ideallivs.com/product/india-gate-classic-basmati-rice-5kg,2,220,0.91%,9.11
https://www.ideallivs.com/product/kaalar-1121-basmati-sella-rice-5-kg,2,178,1.12%,7.6
https://www.ideallivs.com/product/trs-green-cardamom-200g,2,148,1.35%,9.66
https://www.ideallivs.com/product/hr-chilli-chatak-lacha-200g,2,141,1.42%,6.74
https://www.ideallivs.com/product/heera-dried-coconut-halves,2,140,1.43%,7.69
https://www.ideallivs.com/product/national-delhi-nihari-82-gm-2packs,2,139,1.44%,5.96
https://www.ideallivs.com/product/mdh-kasuri-methi,2,130,1.54%,24.62
https://www.ideallivs.com/product/heera-sugar-coated-fennel-100g,2,125,1.6%,7.02
https://www.ideallivs.com/product/ab-gram-flour-1-kg,2,124,1.61%,7.16
https://www.ideallivs.com/product-category/chapati-flour,2,120,1.67%,8.32
https://www.ideallivs.com/product/vatika-naturals-blackseed-clarifying-soap,2,104,1.92%,4.57
https://www.ideallivs.com/product/heera-punjabi-wadi-300g,2,101,1.98%,5.38
https://www.ideallivs.com/product/fanta-orange-330ml-med-pant,2,100,2%,9.63
https://www.ideallivs.com/product/sai-gluten-free-jeera-ajwain-cookies-200g,2,95,2.11%,5.31
https://www.ideallivs.com/product/metro-agarbati-amber,2,92,2.17%,42.98
https://www.ideallivs.com/product/trs-black-cardamom-200g,2,91,2.2%,16.57
https://www.ideallivs.com/brand/pan-parag,2,87,2.3%,10.31
https://www.ideallivs.com/brand/monster,2,84,2.38%,7.68
https://www.ideallivs.com/brand/pataks,2,78,2.56%,18.28
https://www.ideallivs.com/product/national-cornflour-300g,2,73,2.74%,9.11
https://www.ideallivs.com/product/trs-dal-chini-200-gm,2,68,2.94%,10.72
https://www.ideallivs.com/product/annam-peanut-oil-1-liter,2,66,3.03%,8.65
https://www.ideallivs.com/product-category/sweets,2,62,3.23%,7.11
https://www.ideallivs.com/product/anmol-khoya-kulfi,2,61,3.28%,7.95
https://www.ideallivs.com/product/trs-char-magazmelon-seeds100gm,2,54,3.7%,6.56
https://www.ideallivs.com/product/fresh-farsk-indian-egypt-guava,2,51,3.92%,7.73
https://www.ideallivs.com/product/fresh-brinjal,2,49,4.08%,3.37
https://www.ideallivs.com/product-category/ready-to-eat,2,49,4.08%,5.59
https://www.ideallivs.com/product/hr-soan-papdi-250gm,2,49,4.08%,10.12
https://www.ideallivs.com/product-category/snacks,2,48,4.17%,8.02
https://www.ideallivs.com/product/haldiram-home-style-paratha-360g,2,48,4.17%,9.6
https://www.ideallivs.com/deals,2,46,4.35%,8.09
https://www.ideallivs.com/product-category/cooking-oil,2,44,4.55%,9.84
https://www.ideallivs.com/product/preema-vanilla-essence-28-ml,2,42,4.76%,8.69
https://www.ideallivs.com/product/red-label-tea-500gm,2,37,5.41%,11.24
https://www.ideallivs.com/product/desiccated-coconut-powder-fine-200-g,2,36,5.56%,12.33
https://www.ideallivs.com/brand/subhan,2,32,6.25%,6.25
https://www.ideallivs.com/product/bombay-wala-garlic-butter-naan-320g,2,29,6.9%,5.52
https://www.ideallivs.com/product/national-red-chilli-sauce-300g,2,19,10.53%,7.58
https://www.ideallivs.com/product/malik-foods-rajgira-laddu-100g,2,18,11.11%,6
https://www.ideallivs.com/product/shan-special-shahi-haleem-300g,2,17,11.76%,12.24
https://www.ideallivs.com/product/heera-juwar-whole-2-kg,2,12,16.67%,4.92
https://www.ideallivs.com/product/haldiram-all-in-one-200gm-10,2,12,16.67%,9.83
https://www.ideallivs.com/shop/anmol-electric-tandoor-oven,2,10,20%,4.5
https://www.ideallivs.com/product/heera-chana-dal-2-kg,2,8,25%,6.62
https://www.ideallivs.com/product/mdh-deggi-mirch,1,1003,0.1%,15.57
https://www.ideallivs.com/product/shezan-mango-juice-1l,1,924,0.11%,13.13
https://www.ideallivs.com/product/pataks-korma-paste-283-g,1,891,0.11%,23.96
https://www.ideallivs.com/product/mdh-sabji-masala,1,871,0.11%,3.82
https://www.ideallivs.com/product/shezan-mango-juice-bottle-250-ml,1,782,0.13%,9.4
https://www.ideallivs.com/product/haldirams-frozen-punjabi-samosas-8-pcs,1,688,0.15%,6.9
https://www.ideallivs.com/product/annam-upma-rava-1kg,1,608,0.16%,5.19
https://www.ideallivs.com/product/haldiram-aloo-paratha-400gm,1,554,0.18%,7.18
https://www.ideallivs.com/product/annam-bombay-rava,1,553,0.18%,6.86
https://www.ideallivs.com/product/taaza-paneer,1,500,0.2%,6.16
https://www.ideallivs.com/product/dabur-amla-anti-dandruff-hair-oil-200ml,1,491,0.2%,6.27
https://www.ideallivs.com/product/fruiti-o-juice-drink,1,487,0.21%,10.6
https://www.ideallivs.com/contact,1,464,0.22%,8.3
https://www.ideallivs.com/product/loka-naturell-33cl,1,456,0.22%,6.27
https://www.ideallivs.com/product/annam-roasted-rava,1,443,0.23%,7.04
https://www.ideallivs.com/product/brown-basmati-rice-5-kg,1,423,0.24%,9.14
https://www.ideallivs.com/product/maggi-masala-noodle-8-pack-70gm,1,367,0.27%,11.28
https://www.ideallivs.com/product/guard-ultimate-basmati-rice-5-kg,1,363,0.28%,10.98
https://www.ideallivs.com/product/kaalar-basmati-steam-rice-1kg,1,335,0.3%,6.13
https://www.ideallivs.com/product/national-kasuri-methi-50g,1,327,0.31%,9.14
https://www.ideallivs.com/product/tjy-spring-rolls-190mm-50-sheets,1,326,0.31%,6.74
https://www.ideallivs.com/product/shan-lahori-fish-100g,1,313,0.32%,8.35
https://www.ideallivs.com/product/ab-gol-gappy-fry-200g,1,308,0.32%,9.02
https://www.ideallivs.com/product/dabur-amla-jasmine-hair-oil-200ml,1,295,0.34%,10.42
https://www.ideallivs.com/product/bikano-soan-papdi,1,265,0.38%,8.42
https://www.ideallivs.com/product/pataks-mild-curry-paste,1,249,0.4%,22.27
https://www.ideallivs.com/product/trs-dried-coconut-halves-250-g,1,242,0.41%,8.11
https://www.ideallivs.com/product/malik-foods-kuttu-flour-1kg,1,240,0.42%,12.38
https://www.ideallivs.com/product/heera-idli-rawa-1-kg,1,236,0.42%,5.79
https://www.ideallivs.com/product/mdh-kitchen-king-masala,1,231,0.43%,29.97
https://www.ideallivs.com/brand/maggi,1,229,0.44%,14.97
https://www.ideallivs.com/product/haldiram-chakoli-200gm,1,224,0.45%,5.29
https://www.ideallivs.com/shop/indian-costus-powder,1,221,0.45%,5.75
https://www.ideallivs.com/product/ktc-almond-oil-500-ml,1,221,0.45%,8.39
https://www.ideallivs.com/product/shan-mango-pickle-1-kg,1,215,0.47%,9.33
https://www.ideallivs.com/product/pillsbury-chakki-atta-5-kg,1,213,0.47%,8.51
https://www.ideallivs.com/product/trs-soya-chunks-250g,1,213,0.47%,15.76
https://www.ideallivs.com/product/malik-foods-pan-masala-mukhwas,1,212,0.47%,6.99
https://www.ideallivs.com/product/tjy-spring-rolls-215-mm-40-sheets,1,209,0.48%,5.97
https://www.ideallivs.com/product/mtr-gulab-jamun-mix-200g,1,207,0.48%,18.11
https://www.ideallivs.com/product/tikka-masala-paste,1,207,0.48%,19.54
https://www.ideallivs.com/product/haldirams-rajma-raseela-283gms,1,200,0.5%,3.92
https://www.ideallivs.com/product/trs-gram-flour-2-kg,1,197,0.51%,21.79
https://www.ideallivs.com/product-category/lentils-beans-dals,1,194,0.52%,5.56
https://www.ideallivs.com/product/patanjli-cow-ghee-1-kg,1,192,0.52%,8.94
https://www.ideallivs.com/product/vandevi-hing-yellow-100-gm,1,190,0.53%,6.06
https://www.ideallivs.com/brand/national,1,176,0.57%,10.53
https://www.ideallivs.com/product/zingo-zero-citron-33cl,1,175,0.57%,6.19
https://www.ideallivs.com/product/haldirams-frozen-home-style-paratha360-gms,1,173,0.58%,5.79
https://www.ideallivs.com/product/onion-gul-lok,1,164,0.61%,5.47
https://www.ideallivs.com/product/aqu-aquador-50cl,1,159,0.63%,8.88
https://www.ideallivs.com/product/vatika-enriched-hibiscus-hair-oil-200ml,1,159,0.63%,11.06
https://www.ideallivs.com/product/aashirvaad-chakki-atta-5kg,1,155,0.65%,13.79
https://www.ideallivs.com/product/india-gate-premium-basmati-rice-5kg,1,154,0.65%,8.79
https://www.ideallivs.com/product/bigen-mens-beard-colour-dark-brown-2,1,154,0.65%,11.52
https://www.ideallivs.com/product/trs-chilli-powder-ex-hot-400g,1,153,0.65%,7.15
https://www.ideallivs.com/product/shan-nihari-masala-120g,1,149,0.67%,14.03
https://www.ideallivs.com/product/sai-gluten-free-desi-ghee-cookies-200g,1,145,0.69%,7.53
https://www.ideallivs.com/product/heera-roasted-daria-split-700g,1,144,0.69%,6.55
https://www.ideallivs.com/product/national-sindhi-biryani-82g,1,143,0.7%,6.09
https://www.ideallivs.com/brand/anmol,1,134,0.75%,11.34
https://www.ideallivs.com/product/anjappar-sona-masori-rice-10-kg,1,132,0.76%,7.56
https://www.ideallivs.com/product/ktc-poppy-seed-oil-250-ml,1,131,0.76%,10.27
https://www.ideallivs.com/blog/ramadan-2026,1,128,0.78%,4.82
https://www.ideallivs.com/product/vandevi-hing-50-gm,1,126,0.79%,5.83
https://www.ideallivs.com/product/khanum-butter-ghee-2-kg,1,123,0.81%,9.76
https://www.ideallivs.com/product/red-label-natural-care-tea-1kg,1,121,0.83%,9.05
https://www.ideallivs.com/product/falak-extreme-basmati-rice-5kg,1,111,0.9%,7.97
https://www.ideallivs.com/brand/mtr,1,111,0.9%,15.12
https://www.ideallivs.com/product/garlic-vitlok-500g,1,108,0.93%,6.72
https://www.ideallivs.com/product/heera-rice-flour-15-kg,1,108,0.93%,8.46
https://www.ideallivs.com/product/national-kasuri-methi-100g,1,107,0.93%,16.15
https://www.ideallivs.com/prepared-meals,1,106,0.94%,10.18
https://www.ideallivs.com/brand/indian,1,105,0.95%,6.59
https://www.ideallivs.com/product/diwali-diya-set,1,102,0.98%,18.66
https://www.ideallivs.com/product/fresh-indian-red-chili,1,101,0.99%,8.98
https://www.ideallivs.com/product-category/rice-grains/sona-masoori,1,98,1.02%,8.83
https://www.ideallivs.com/product/trs-jeera-papadom-200g,1,94,1.06%,7.5
https://www.ideallivs.com/product/mdh-chicken-curry-masala,1,93,1.08%,42.81
https://www.ideallivs.com/product/mdh-rajmah-masala,1,92,1.09%,7.75
https://www.ideallivs.com/product/ig-sona-masoori-rice-5kg,1,90,1.11%,12.61
https://www.ideallivs.com/product/bombay-wala-punjabi-samosa-6-pcs,1,89,1.12%,9.47
https://www.ideallivs.com/product/mdh-dal-makhani-masala-100g,1,83,1.2%,10.2
https://www.ideallivs.com/product/trs-black-cardamom-50g,1,82,1.22%,8
https://www.ideallivs.com/product/mtr-sambar-powder,1,82,1.22%,8.83
https://www.ideallivs.com/product/vatika-naturals-olive-nourishing-soap,1,81,1.23%,10.63
https://www.ideallivs.com/product/alibaba-pesi-goor-1-kg,1,79,1.27%,4.38
https://www.ideallivs.com/product/dettol-liquid-500ml,1,78,1.28%,12.09
https://www.ideallivs.com/product/dettol-original-antiseptic-soap-bar-twin-pack,1,76,1.32%,10.8
https://www.ideallivs.com/product/fresh-alphonso-mangoes-1-4-kg-net,1,76,1.32%,15.92
https://www.ideallivs.com/brand/laziza,1,75,1.33%,6.73
https://www.ideallivs.com/product/trs-toor-dal-1-kg,1,73,1.37%,8.93
https://www.ideallivs.com/product/hadeel-mung-dal-2kg,1,72,1.39%,5.92
https://www.ideallivs.com/product/trs-bay-leaves,1,71,1.41%,9.37
https://www.ideallivs.com/brand/hamdard,1,71,1.41%,26.07
https://www.ideallivs.com/product/trs-kashmiri-chilli-powder-100-gm,1,70,1.43%,6.74
https://www.ideallivs.com/product/metro-kewda-agarbatti,1,68,1.47%,8.87
https://www.ideallivs.com/blog/the-indian-fika,1,67,1.49%,4.66
https://www.ideallivs.com/product/pataks-garam-masala-paste-283-g,1,67,1.49%,7.85
https://www.ideallivs.com/product/annam-idly-rava-1-kg,1,66,1.52%,5.64
https://www.ideallivs.com/product/alibaba-kamarkas-100g,1,66,1.52%,7.08
https://www.ideallivs.com/brand/nestle,1,66,1.52%,38.98
https://www.ideallivs.com/product/ahmed-kheer-mix-saffron-flavour,1,64,1.56%,5.45
https://www.ideallivs.com/product/alibaba-toor-dal-1-kg,1,64,1.56%,6.59
https://www.ideallivs.com/product/national-chana-masala-90gx2,1,64,1.56%,7.89
https://www.ideallivs.com/product/trs-coconut-milk-400ml,1,63,1.59%,8.46
https://www.ideallivs.com/shop/india-gate-premium-basmati-rice-5kg,1,63,1.59%,10.59
https://www.ideallivs.com/product/shan-garlic-paste-700g,1,60,1.67%,11.45
https://www.ideallivs.com/product/ktc-coconut-oil-250-ml,1,59,1.69%,12.41
https://www.ideallivs.com/product/jhonsons-baby-oil-200ml,1,58,1.72%,8.05
https://www.ideallivs.com/brand/bombaywala,1,57,1.75%,7.32
https://www.ideallivs.com/brand/heera,1,54,1.85%,6.72
https://www.ideallivs.com/product/bombay-wala-frozen-methi-315g,1,52,1.92%,5
https://www.ideallivs.com/product/kaalar-extra-long-grain-steam-rice-5kg,1,52,1.92%,6.54
https://www.ideallivs.com/product/idhayam-sesame-oil?add-to-cart=249,1,50,2%,11.66
https://www.ideallivs.com/product/heera-garam-masala-whole-200g,1,49,2.04%,7.04
https://www.ideallivs.com/product/laddu-gulab-jamun-barfi-sweets,1,49,2.04%,7.63
https://www.ideallivs.com/product/heera-birds-eye-chilli,1,49,2.04%,10.86
https://www.ideallivs.com/product/trs-cloves-250g,1,48,2.08%,6.4
https://www.ideallivs.com/product/heera-garam-masala-powder,1,45,2.22%,8.04
https://www.ideallivs.com/product-category/dry-fruits,1,45,2.22%,9.02
https://www.ideallivs.com/product/guard-ultimate-basmati-rice-5-kg?add-to-cart=199,1,44,2.27%,9.25
https://www.ideallivs.com/product/maggi-hot-n-sweet-sauce-400g,1,44,2.27%,9.27
https://www.ideallivs.com/product/desi-punjabi-shakkar-500g,1,43,2.33%,7.02
https://www.ideallivs.com/product-category/curry-masala,1,42,2.38%,5.76
https://www.ideallivs.com/product/pg-tips-original-black-tea-bags-300-870-g,1,42,2.38%,9.24
https://www.ideallivs.com/product/hadeel-brown-lentils-2kg,1,41,2.44%,5.39
https://www.ideallivs.com/product-category/flour/chapati-flour,1,41,2.44%,7.37
https://www.ideallivs.com/product/national-green-chilli-sauce-300g,1,41,2.44%,9.37
https://www.ideallivs.com/brand/johnson-johnson,1,41,2.44%,38.54
https://www.ideallivs.com/product/deepak-multigrain-atta-5-kg,1,40,2.5%,6.55
https://www.ideallivs.com/product/shangrila-peri-peri-sauce-285g,1,40,2.5%,7.1
https://www.ideallivs.com/product-category/organic-groceries,1,39,2.56%,5.92
https://www.ideallivs.com/product/trs-sarson-ka-saag-450g,1,39,2.56%,7.67
https://www.ideallivs.com/product/laziza-falooda-pista-200-gm,1,38,2.63%,8.45
https://www.ideallivs.com/brand/bikano,1,36,2.78%,9.89
https://www.ideallivs.com/brand/deshi,1,35,2.86%,5.77
https://www.ideallivs.com/product/trs-tandoori-masala-powder,1,34,2.94%,6.62
https://www.ideallivs.com/product/deepak-chakki-atta-5kg,1,34,2.94%,7.03
https://www.ideallivs.com/product/hamdard-rooh-afza-syrup-800-ml?add-to-cart=548,1,33,3.03%,7.94
https://www.ideallivs.com/brand/hemani,1,33,3.03%,10.39
https://www.ideallivs.com/brand/trs,1,32,3.12%,16.38
https://www.ideallivs.com/product-category/frozen-samosa,1,31,3.23%,6.87
https://www.ideallivs.com/product/trs-black-pepper-whole-400-gsm,1,31,3.23%,7.9
https://www.ideallivs.com/product/bombay-wala-tandoori-roti-300g,1,30,3.33%,5.97
https://www.ideallivs.com/product-category/hair-oils,1,30,3.33%,8.53
https://www.ideallivs.com/product/national-garlic-pickle-310g,1,30,3.33%,9.67
https://www.ideallivs.com/product/trs-dal-chini,1,30,3.33%,12.27
https://www.ideallivs.com/product/malik-foods-chapati-20-pcs,1,29,3.45%,6.66
https://www.ideallivs.com/product/bombay-wala-tandoori-naan-400gm,1,29,3.45%,8.48
https://www.ideallivs.com/product/national-mango-pickle-1-kg,1,29,3.45%,17.28
https://www.ideallivs.com/indiska-livsmedel-i-goteborg,1,29,3.45%,19.28
https://www.ideallivs.com/product/alibaba-toor-dal-2-kg,1,28,3.57%,8.11
https://www.ideallivs.com/product/malik-foods-peanut-chikki-100g,1,28,3.57%,11.71
https://www.ideallivs.com/product/tang-mango?add-to-cart=569,1,27,3.7%,11.74
https://www.ideallivs.com/product/laziza-plum-chutney-275g,1,26,3.85%,9.96
